Title;Release_Date;Developers;Summary;Platforms;Genres;Rating;Plays;Playing;esrb_rating
Western Gun;Sep 01, 1975;['Taito'];Western Gun, which served as an inspiration for Gun Fight in the USA (they're similar in gameplay and theme, but they're two different games), is a 1975 arcade shooter game designed by Tomohiro Nishikado, and released by Taito in Japan and Europe and by Midway Games in North America. It was the first video game to depict human-to-human combat, while the Midway version was also the first video game to use a microprocessor. Following its November 1975 release in North America, it went on to sell over 8,000 arcade cabinets in the United States. It was ported to the Bally Astrocade video game console as a built-in game in 1977 as well as several home computer platforms. /n The theme of the game involves two Old West cowboys armed with revolvers and squaring off in a duel. Whoever shoots the other cowboy first wins the duel. Unlike in a real-life duel, however, both cowboys get numerous opportunities to duel in order to score points (one point per successful draw).;['Arcade'];['Shooter'];N/A;1;0;
Seen on Screen;Sep 01, 2006;['Bart Bonte'];Complete all levels by analyzing what you see on the monitor. Now touch that screen...;['Web browser'];['Puzzle'];N/A;2;0;
Rocketball;Feb 01, 1985;['IJK Software'];Rocketball is based on the futuristic sports movie Rollerball, released in 1975. The computer game is similar to Roller Derby in that two teams on roller skates travel counter-clockwise around a banked, circular track. The object of the game is to score points by throwing a softball-sized metal ball into a cone-shaped goal target inset into the wall of the arena. Balls are fired into play, in the same direction players skate, by cannons when play begins and to restart play after the ball rolls out of play or a goal is scored.;['Commodore C64/128'];['Sport'];N/A;0;0;
Sega Genesis Classics Series 2;TBD;[];;[];[];N/A;0;0;
Troll's Tale;TBD;[];A children's adventure game in the vein of Sierra's Hi-Res franchise, in which an evil troll has capture all the the dwarf king's treasures, and only you can help save them.;[];['Adventure'];N/A;4;0;
Killing Day;TBD;['Ubisoft'];A canceled FPS that was being developed by Ubisoft UK for the PlayStation 3, it was shown during E3 2005 at Sony's press conference and was planned for release in 2006.  /n  /n Copyrights for the game's title were filed a couple of times after its reveal and cancellation but no announcements were made and they were left to expire.;[];['Shooter'];N/A;0;0;
Lupin III: Pandora no Isan;Nov 06, 1987;[];A Lupin III action game for the Famicom. It is based somewhat on the movie Castle of Cagliostro.;['Family Computer (FAMICOM)'];['Platform'];2.2;6;0;
Nintengogo 11;TBD;[];;[];[];N/A;0;0;
途游象棋;TBD;[];;[];[];N/A;0;0;
Girl and Boy dressup miraculous games;TBD;[];;[];[];N/A;0;0;
Think;Dec 31, 2018;['FirstTryStudios'];thINK is a simple Puzzle game about an artist and her little inky friend who helps bring her pictures to life. Help them paint each picture by working with inky to solve each puzzle;['Android'];['Puzzle'];N/A;0;0;
国际象棋-单双人对战棋牌小游戏;TBD;[];;[];[];N/A;0;0;
Clockwork Damage;TBD;[];;[];[];N/A;0;0;
Resident Evil Code Name Hunk;TBD;['Doomero'];A Resident Evil themed Doom total conversion mod;['Windows PC'];['Shooter'];2.9;7;1;
Frog;Apr 26, 2021;['bostom_breams'];How low can you go? /n Fire up your NES console or favorite emulator and prepare for some truly ribbeting game-play as you descend to the depths.;['NES'];['Platform'];N/A;1;0;
Space Impact+;Dec 31, 2003;['Nokia'];One of the sequels for the game Space Impact installed on Nokia 3300 series mobile phones. It was one of the pre-installed games on the Nokia 1100 series phones.;['Mobile'];['Shooter'];2.9;34;0;
Guns Girl;TBD;[];Guns Girl Z;[];['RPG'];N/A;0;0;
Lupin III: Pandora no Isan;Nov 06, 1987;[];A Lupin III action game for the Famicom. It is based somewhat on the movie Castle of Cagliostro.;['Family Computer (FAMICOM)'];['Platform'];2.2;6;0;
80 Days;TBD;[];;[];[];N/A;0;0;
Waker;TBD;[];;[];[];N/A;0;0;
Can You Get Over It;TBD;[];;[];[];N/A;1;0;
Frog;Apr 26, 2021;['bostom_breams'];How low can you go? /n Fire up your NES console or favorite emulator and prepare for some truly ribbeting game-play as you descend to the depths.;['NES'];['Platform'];N/A;1;0;
Plus Kingdom Jailbreak;Aug 17, 2021;[];You are Quince, an unkillable werewolf. You have decided to be imprisoned for your entertainment. You cannot be stopped. However, the kingdom that imprisoned you has done more than just bother you. Punish them for their transgressions and return to your cave.;['Web browser'];['Indie'];N/A;2;0;
Plus Kingdom Jailbreak;Aug 17, 2021;[];You are Quince, an unkillable werewolf. You have decided to be imprisoned for your entertainment. You cannot be stopped. However, the kingdom that imprisoned you has done more than just bother you. Punish them for their transgressions and return to your cave.;['Web browser'];['Indie'];N/A;2;0;
Missing;TBD;['DreamCatcher Interactive'];Receive actual e-mail from virtual characters and The Phoenix himself, use these email and other evidence as clues, to put together the pieces of the puzzle. /n Visit all kinds of Websites within the game to collect information and solve the case.;['Windows PC'];[];N/A;0;0;
Strider;Dec 31, 1989;['Capcom'];The Striders are a global organization of infiltration specialists who work to combat villainy and keep the world safe. From their orbital space station, the Blue Dragon, they are able to quickly reach anywhere in the world.;['NES'];['Platform'];2.6;120;1;
White Men Can't Jump;Jul 01, 1995;[];Are you ready for the most hyped up, monster jammin', bruisin' elbows, rebound snatchin', rim stuffin', skying over suckers, down your throat, money making game of street ball you never thought possible? Well, here it is, in your face, and it's time to get it on! Hit the courts with White Men Can't Jump!;['Atari Jaguar'];['Sport'];1.0;5;0;
Wild West Shootout;Oct 14, 2010;[];Draw your gun and survive a hail of gunfire in wild west shootout. Fight your way through treacherous terrain on your way out west but beware - outlaws are rounding every corner looking to take your down with a single bullet. So watch your step and keep your finger on the trigger.;['Wii'];['Shooter'];N/A;1;0;
Dante: RPG Construction Tool;Feb 08, 1990;['ASCII Corporation'];Dante: RPG Construction Tool is the game release that ASCII and Enterbrain considered the very start of the RPG Maker series.;['MSX2'];['Adventure'];N/A;0;0;
The Moogies;TBD;[];The Moogies is a game sold on apple's appstore. It is made with kids from 2-6 years old in mind.;[];[];N/A;0;0;
Dragon Ball Z: Bakuretsu Impact;TBD;[];The third game in the Data Cardass fighting series, released for Japan Arcade's only.;[];[];N/A;0;0;
Lupin III: Pandora no Isan;Nov 06, 1987;[];A Lupin III action game for the Famicom. It is based somewhat on the movie Castle of Cagliostro.;['Family Computer (FAMICOM)'];['Platform'];2.2;6;0;
Rocket Coaster;TBD;[];Roller-coaster simulator set in the year 2099.;[];['Simulator'];N/A;0;0;
Dark World;Dec 31, 1999;['Dangaroos Kipawa Entertainment'];;['PC DOS'];['Shooter'];N/A;1;0;
Atlas Rogues;Nov 18, 2020;['gamigo Publishing GmbH'];Time is ticking in the city of Atlas. It’s up to you to prevent the Reactor from melting down. Recruit your team from an ever-growing roster of fierce freelancers to recover the Reactor keys from the evil Trusts. /n Experience rogue-lite gameplay like never before as you complete dynamic missions and navigate deadly combat zones to kill the Necrolancers while evading their attacks. Fail to stop the meltdown and watch as time loops back, filling every new run with unique content. /n Whether playing solo or with a group of friends in exhilarating co-op, every move matters in turn-based PvE combat, so strategize wisely how to grow your power and gather the intel you need to defeat the Trust bosses. Your squad has to work together to survive together in this thrilling addition to the Atlas universe.;['Windows PC'];['Strategy'];N/A;2;0;
Pac-Mania;Aug 02, 1990;['Tengen'];Pac-Mania is a variation on the game Pac-Man. You need to guide Pac-Man around a maze and eat all of the dots on the board in order to proceed on to the next round. Numerous, multi-colored ghosts also roam the maze trying to stop you. If you eat one of the power pellets in the maze, the ghosts will temporarily turn blue and run from you. Pac-Man can earn bonus points by eating the ghosts when they are in this state. The maze is now shown in isometric perspective and is larger than screen which will scroll to follow the action. To help get out of tight spots, Pac-Man now has the ability to jump. But be careful, because some of the ghosts have learned this trick as well and you could end up in a mid air collision!;['NES'];['Arcade'];2.8;15;0;
Plus Kingdom Jailbreak;Aug 17, 2021;[];You are Quince, an unkillable werewolf. You have decided to be imprisoned for your entertainment. You cannot be stopped. However, the kingdom that imprisoned you has done more than just bother you. Punish them for their transgressions and return to your cave.;['Web browser'];['Indie'];N/A;2;0;
The Siren's Song;Jul 28, 2022;[];A brief kinetic novel for the O2A2 2022 game jam, a marine biologist falls down a trench and meets a siren, upon which they develop a rich infatuation.;['Windows PC'];['Visual Novel'];N/A;1;0;
Wild West Shootout;Oct 14, 2010;[];Draw your gun and survive a hail of gunfire in wild west shootout. Fight your way through treacherous terrain on your way out west but beware - outlaws are rounding every corner looking to take your down with a single bullet. So watch your step and keep your finger on the trigger.;['Wii'];['Shooter'];N/A;1;0;
Untitled Criterion Racing Game;TBD;[];Announced at E3 2014, Criterion was working on an untitled game featuring many types of vehicles. As of June 2016, EA confirmed the game was canceled in favor of having Criterion work on future Star Wars games.;[];['Racing'];N/A;0;0;
Parking Mania;TBD;[];Master your valet skills! Park different cars safely while avoiding obstacles and collecting bonus coins.;[];[];N/A;5;0;Everyone 10+
Dante: RPG Construction Tool;Feb 08, 1990;['ASCII Corporation'];Dante: RPG Construction Tool is the game release that ASCII and Enterbrain considered the very start of the RPG Maker series.;['MSX2'];['Adventure'];N/A;0;0;
Super Bubble Bobble;TBD;[];An unofficial Korean Bubble Bobble game.;[];['Platform'];N/A;0;0;
The Dolphin's Pearl;TBD;[];Players control a dolphin in this Commodore 64 game. The game was also released under the title "The Dolphin's Rune".;[];[];N/A;0;0;
Lupin III: Pandora no Isan;Nov 06, 1987;[];A Lupin III action game for the Famicom. It is based somewhat on the movie Castle of Cagliostro.;['Family Computer (FAMICOM)'];['Platform'];2.2;6;0;
Battle Cheese;TBD;[];;[];['Strategy'];N/A;0;0;
unPredictable;TBD;[];;[];[];N/A;0;0;
Alpha Squad;TBD;[];;[];[];N/A;0;0;
Mahjong: Mystery Mansion;TBD;[];;[];[];N/A;0;0;
Plus Kingdom Jailbreak;Aug 17, 2021;[];You are Quince, an unkillable werewolf. You have decided to be imprisoned for your entertainment. You cannot be stopped. However, the kingdom that imprisoned you has done more than just bother you. Punish them for their transgressions and return to your cave.;['Web browser'];['Indie'];N/A;2;0;
Bridge It +;Nov 18, 2013;['Libredia'];A stunning, beautiful world awaits as you take on the challenge of bridging the chasm. Can you solve the puzzles and avert disaster?;['Windows PC'];['Simulator'];N/A;0;0;
Kingdom Online;TBD;[];Kingdom Online is in the Knight Online series.;[];[];N/A;0;0;
Metro Conflict;Jun 22, 2015;[];A free to play futuristic multiplayer FPS featuring class based combat.;['Windows PC'];['Shooter'];N/A;4;0;
Itsuka Todoku, Ano Sora Ni;TBD;[];;[];[];N/A;0;0;
The Dolphin's Pearl;TBD;[];Players control a dolphin in this Commodore 64 game. The game was also released under the title "The Dolphin's Rune".;[];[];N/A;0;0;
Stronghold Crusader II: The Jackal and The Khan;Nov 06, 2015;['Firefly Studios'];Their horsemen ride like thunder across the plain, like the kings of old! The Jackal & The Khan DLC adds an additional Crusader Trail campaign and a duo of new AI opponents. Two men destined to lead their forces across the wilds of the desert plain, The Jackal and The Khan are outcast warriors forced to survive on their wits and the loyalty of their men. Both nomads in their own way, the animalistic Khan and the fearless Jackal represent the ultimate challenge for Stronghold players. The latest character pack DLC for Stronghold Crusader 2, The Jackal & The Khan adds nine new missions, two AI opponents, achievements, custom in-game shields and castle designs unique to these new Lords.;['Windows PC'];[];N/A;0;0;
